,TIME,POSICAO,NOME,PRECO,VALORIZACAO,PONTOS,MEDIA,JOGOS,RODADA,G,A,FT,FD,FF,FS,PP,I,PI,PS,SG,DP,DE,DS,GC,CV,CA,GS,FC,PC,NOME_ID,TIME_ID,POSICAO_ID,CAP
17,Flamengo,Tcnico,Jorge Sampaoli,9.65,0.3,5.29,4.47,2,3,,,,,,,,,,,,,,,,,,,,,70800.0,262,6,0.0
18,Internacional,Meia,Maurcio,10.39,-0.67,3.9,10.05,2,3,,,,,3.0,3.0,,,,,,,,,,,,,,,105647.0,285,4,0.0
19,Grmio,Atacante,Luis Surez,11.86,-0.03,5.1,3.07,3,3,,,1.0,2.0,,,,,,,,,,,,,,,1.0,,69318.0,284,5,0.0
20,Palmeiras,Zagueiro,Gustavo Gmez,8.65,-0.9,1.4,1.73,3,3,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,71684.0,275,3,0.0
21,Internacional,Goleiro,John Victor,6.94,1.13,7.0,5.5,2,3,,,,,,,,,,,1.0,,2.0,,,,,,,,94044.0,285,1,0.0
22,Santos,Lateral,Nathan,9.14,-1.39,-0.4,5.2,3,3,,,,,,,,,,,,,,1.0,,,1.0,,2.0,,107676.0,277,2,0.0
23,Vasco,Lateral,Lucas Piton,7.0,0.52,3.7,2.57,3,3,,,,,,1.0,,1.0,,,,,,3.0,,,,,1.0,,105584.0,267,2,0.0
24,Bahia,Tcnico,Renato Paiva,6.34,0.69,3.37,4.07,2,2,,,,,,,,,,,,,,,,,,,,,110818.0,265,6,0.0
25,Bahia,Atacante,Vitor Jacar,12.31,3.02,8.6,9.5,2,2,1.0,,,,,,,,,,,,,1.0,,,,,2.0,,101201.0,265,5,0.0
26,Palmeiras,Goleiro,Vinicius Silvestre,3.0,0.0,0.0,0.0,0,2,,,,,,,,,,,,,,,,,,,,,85083.0,275,1,0.0
27,Atltico-MG,Atacante,Hulk,13.19,-1.58,4.0,5.45,2,2,,,,2.0,1.0,3.0,,1.0,,,,,,,,,,,2.0,,39148.0,282,5,0.0
28,Fortaleza,Meia,Calebe,4.88,-0.73,-0.2,2.25,2,2,,,,,,,,1.0,,,,,,1.0,,,1.0,,1.0,,109461.0,356,4,0.0
29,Fluminense,Lateral,Alexsander,10.1,3.33,10.5,8.0,2,2,,1.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,118774.0,266,2,0.0
30,Fluminense,Atacante,Cano,17.74,-2.13,8.55,7.25,2,2,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,79631.0,266,5,8.55
31,So Paulo,Meia,Michel Arao,8.17,2.23,7.2,6.2,2,2,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,1.0,,107173.0,276,4,0.0
32,Corinthians,Zagueiro,Gil,4.68,-1.77,-0.3,0.85,2,2,,,,,,,,,,,,,,,,,,,1.0,,68923.0,264,3,0.0
33,Bragantino,Meia,Matheus Fernandes,10.64,0.12,2.4,6.35,2,2,,,,,,,,,,,,,,2.0,,,,,,,94067.0,280,4,0.0
34,Atltico-MG,Zagueiro,Mauricio Lemos,13.88,1.49,5.5,9.35,2,2,,,,,,1.0,,,,,1.0,,,,,,,,,,87853.0,282,3,0.0
35,Fluminense,Lateral,Samuel Xavier,13.22,2.12,8.0,9.1,2,2,,,,1.0,1.0,,,1.0,,,1.0,,,2.0,,,1.0,,1.0,,73384.0,266,2,0.0
36,Bragantino,Meia,Bruninho,12.19,6.19,12.9,12.9,1,1,1.0,,,1.0,1.0,1.0,,,,,,,,2.0,,,,,,,113558.0,280,4,0.0
37,Atltico-MG,Zagueiro,Mauricio Lemos,12.39,6.39,13.2,13.2,1,1,1.0,,,1.0,,1.0,,,,,,,,4.0,,,1.0,,1.0,,87853.0,282,3,0.0
38,Bragantino,Goleiro,Luco,2.58,0.58,2.0,2.0,1,1,,,,,,,,,,,,,4.0,,,,1.0,1.0,,,106160.0,280,1,0.0
39,Grmio,Meia,Cristaldo,8.84,0.84,5.7,5.7,1,1,,,,1.0,,,,1.0,,1.0,,,,3.0,,,,,,,89846.0,284,4,0.0
40,Fortaleza,Atacante,Lucero,6.19,-0.81,5.2,2.6,1,1,,,,,,1.0,,,,,,,,2.0,,,,,1.0,,105568.0,356,5,5.2
41,Bragantino,Atacante,Alerrandro,4.65,-2.35,0.2,0.2,1,1,,,,,,1.0,,,,,,,,,,,,,1.0,,101715.0,280,5,0.0
42,Athltico-PR,Tcnico,Paulo Turra,8.56,3.56,8.26,8.26,1,1,,,,,,,,,,,,,,,,,,,,,82747.0,293,6,0.0
43,Corinthians,Zagueiro,Bruno Mndez,3.48,-2.52,-0.6,-0.6,1,1,,,,,,,,,,,,,,,,,,,2.0,,103700.0,264,3,0.0
44,Palmeiras,Lateral,Marcos Rocha,6.26,1.26,4.7,4.7,1,1,,,,,,1.0,,,,,,,,4.0,,,,,2.0,,63013.0,275,2,0.0
45,Atltico-MG,Atacante,Hulk,14.77,-1.23,6.9,6.9,1,1,,,,3.0,3.0,5.0,,,,,,,,,,,1.0,,2.0,,39148.0,282,5,0.0
46,Palmeiras,Lateral,Vanderlan,7.74,2.74,7.0,7.0,1,1,,1.0,,,,1.0,,,,,,,,2.0,,,,,3.0,,107236.0,275,2,0.0
47,Palmeiras,Meia,Gabriel Menino,6.0,-2.0,1.3,1.3,1,1,,,,,1.0,1.0,,,,,,,,,,,,,,,103767.0,275,4,0.0
48,Palmeiras,Zagueiro,Gustavo Gmez,8.82,-0.35,3.6,2.72,5,5,,,,,,,,,,,,,,3.0,,,,,,,71684.0,275,3,0.0
49,Flamengo,Atacante,Pedro,14.12,-0.21,8.0,5.75,4,5,1.0,,,,,,,,,,,,,,,,,,,,94583.0,262,5,0.0
50,Palmeiras,Meia,Raphael Veiga,23.82,3.93,41.4,18.5,3,5,2.0,1.0,,2.0,1.0,2.0,,,,,,,,2.0,,,,,,,94509.0,275,4,41.4
51,Flamengo,Tcnico,Jorge Sampaoli,10.56,1.1,9.03,5.41,4,5,,,,,,,,,,,,,,,,,,,,,70800.0,262,6,0.0
52,Flamengo,Meia,Everton Ribeiro,10.66,1.57,11.3,5.22,5,5,1.0,,,,,2.0,,1.0,,,,,,2.0,,,,,,,51772.0,262,4,0.0
53,Cruzeiro,Atacante,Bruno Rodrigues,11.46,-0.63,2.2,7.22,5,5,,,1.0,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,,3.0,,92811.0,283,5,0.0
54,Palmeiras,Atacante,Artur,10.51,0.07,6.8,6.84,5,5,,,1.0,,2.0,2.0,,,,,,,,1.0,,,,,,,95799.0,275,5,0.0
55,Flamengo,Goleiro,Matheus Cunha,5.26,2.47,11.0,5.5,2,5,,,,,,,,,,,1.0,,6.0,,,,,,,,111690.0,262,1,0.0
56,Santos,Lateral,Lucas Pires,8.97,1.75,11.2,6.42,4,5,,,,,,3.0,,1.0,,,1.0,,,4.0,,,,,,,114374.0,277,2,0.0
57,Flamengo,Zagueiro,Fabrcio Bruno,9.84,0.21,5.0,4.64,5,5,,,,,,,,,,,1.0,,,,,,,,,,90768.0,262,3,0.0
58,Flamengo,Lateral,Wesley,6.7,0.23,4.1,3.3,5,5,,,,,,,,,,,1.0,,,,,,,,3.0,,115239.0,262,2,0.0
59,Flamengo,Meia,Arrascaeta,13.44,-0.05,5.0,2.95,2,5,,,,2.0,3.0,1.0,,,,,,,,,,,,,1.0,,87863.0,262,4,0.0
60,Palmeiras,Meia,Raphael Veiga,20.86,-2.96,5.7,15.3,4,6,,,,2.0,2.0,1.0,,,,,,,,1.0,,,,,,,94509.0,275,4,0.0
61,Corinthians,Tcnico,Vanderlei Luxemburgo,5.8,0.15,3.14,3.25,3,6,,,,,,,,,,,,,,,,,,,,,41327.0,264,6,0.0
62,Fluminense,Meia,Arias,8.64,-0.19,2.2,2.68,5,6,,,,,,1.0,,,,,,,,3.0,,,1.0,,3.0,,99815.0,266,4,0.0
63,Palmeiras,Lateral,Vanderlan,6.66,-1.08,3.0,5.0,2,6,,,,,,,,,,,,,,3.0,,,,,2.0,,107236.0,275,2,0.0
64,Atltico-MG,Atacante,Hulk,16.83,-1.22,6.7,9.17,6,6,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,39148.0,282,5,0.0
65,Fluminense,Zagueiro,Nino,15.82,2.44,16.4,8.13,6,6,1.0,,,,1.0,1.0,,,,,1.0,,,2.0,,,,,1.0,,91708.0,266,3,0.0
66,Palmeiras,Zagueiro,Gustavo Gmez,9.76,0.94,7.9,3.58,6,6,,1.0,,,1.0,2.0,,,,,,,,2.0,,,1.0,,1.0,,71684.0,275,3,0.0
67,Fluminense,Meia,Lima,11.99,0.01,5.9,7.6,6,6,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,96340.0,266,4,0.0
68,Athltico-PR,Atacante,Vitor Roque,10.08,1.14,8.5,6.18,6,6,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,1.0,,114802.0,293,5,0.0
69,Fluminense,Atacante,Cano,15.2,-1.26,4.2,5.43,6,6,,,,,2.0,,,,,,,,,1.0,,,,,,,79631.0,266,5,4.2
70,Atltico-MG,Goleiro,Everson,6.18,1.16,9.0,4.08,6,6,,,,,,,,,,,1.0,,4.0,,,,,,,,72294.0,282,1,0.0
71,Athltico-PR,Lateral,Fernando,4.48,1.26,8.5,6.6,2,6,,1.0,,,,,,,,,,,,4.0,,,1.0,,1.0,,106950.0,293,2,0.0
72,So Paulo,Zagueiro,Lucas Beraldo,7.45,2.03,10.9,5.56,5,7,1.0,,,,,1.0,,,,,,,,2.0,,,,,,,112136.0,276,3,0.0
73,Bahia,Goleiro,Marcos Felipe,6.15,0.66,3.0,2.79,7,7,,,,,,,,,,,,,4.0,,,,,1.0,,,85004.0,265,1,0.0
74,Atltico-MG,Atacante,Hulk,18.32,1.49,13.4,9.77,7,7,1.0,,,2.0,2.0,6.0,,,,,,,,,,,1.0,,2.0,,39148.0,282,5,0.0
75,Bahia,Atacante,Biel,7.97,-0.47,6.0,6.37,6,7,,,,1.0,4.0,2.0,,,,,,,,1.0,,,,,2.0,,110760.0,265,5,0.0
76,Cruzeiro,Atacante,Bruno Rodrigues,11.98,-0.59,5.85,6.9,7,7,,,,1.0,2.0,2.0,,2.0,,,,,,1.0,,,,,3.0,,92811.0,283,5,5.85
77,Bahia,Lateral,Ryan,2.45,-0.63,1.6,4.5,2,7,,,,,,1.0,,,,,,,,2.0,,,1.0,,1.0,,122300.0,265,2,0.0
78,Flamengo,Zagueiro,Fabrcio Bruno,10.11,1.17,7.4,4.47,7,7,,,,,,,,,,,1.0,,,2.0,,,,,,,90768.0,262,3,0.0
79,Cruzeiro,Lateral,Marlon,15.81,-1.17,6.5,10.13,7,7,,,,,,1.0,,,,,,,,5.0,,,,,,,91706.0,283,2,0.0
80,Bahia,Meia,Thaciano,12.0,-0.67,6.0,7.7,6,7,,,,1.0,,,,,,,,,,5.0,,,,,4.0,,87470.0,265,4,0.0
81,Bahia,Tcnico,Renato Paiva,8.5,0.19,4.81,4.84,7,7,,,,,,,,,,,,,,,,,,,,,110818.0,265,6,0.0
82,Bahia,Meia,Cauly,6.0,-0.38,0.4,3.5,7,7,,,,,,2.0,,,,,,,,,,,,,2.0,,123360.0,265,4,0.0
83,Palmeiras,Meia,Raphael Veiga,19.46,-1.4,0.4,12.32,5,7,,,,,,1.0,,,,,,,,1.0,,,1.0,,1.0,,94509.0,275,4,0.0
84,So Paulo,Atacante,Calleri,14.78,-1.76,2.7,6.26,7,8,,,,,1.0,3.0,,2.0,,,,,,,,,,,1.0,,89840.0,276,5,2.7
85,Athltico-PR,Lateral,Fernando,3.6,-0.88,1.2,4.8,3,8,,,,,,,,,,,,,,1.0,,,,,,,106950.0,293,2,0.0
86,So Paulo,Tcnico,Dorival Jnior,11.19,-0.08,6.15,6.34,7,8,,,,,,,,,,,,,,,,,,,,,40990.0,276,6,0.0
87,Palmeiras,Meia,Raphael Veiga,19.08,-0.38,0.9,10.42,6,8,,,,,,5.0,,,,,,,,,,,1.0,,2.0,,94509.0,275,4,0.0
88,So Paulo,Zagueiro,Diego Costa,4.47,0.09,0.9,1.52,4,8,,,,,,,,,,,,,,1.0,,,,,1.0,,101728.0,276,3,0.0
89,Internacional,Meia,Alan Patrick,9.13,-0.86,1.4,3.35,7,8,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,68685.0,285,4,0.0
90,So Paulo,Lateral,Caio Paulista,10.05,0.42,5.3,5.39,8,8,,,,2.0,3.0,1.0,,,,,,,,,,,,,,,102318.0,276,2,0.0
91,Athltico-PR,Zagueiro,Pedro Henrique,9.78,0.09,4.2,4.4,6,8,,,,,2.0,1.0,,,,,,,,2.0,,,,,1.0,,87225.0,293,3,0.0
92,Athltico-PR,Atacante,Vitor Roque,11.04,2.32,12.1,6.15,8,8,1.0,,,,1.0,3.0,,,,,,,,2.0,,,,,2.0,,114802.0,293,5,0.0
93,Fortaleza,Goleiro,Joo Ricardo,6.57,1.24,5.5,4.83,3,8,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,,81881.0,356,1,0.0
94,Fortaleza,Atacante,Thiago Galhardo,7.55,1.46,10.0,4.04,5,8,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,71844.0,356,5,0.0
95,Athltico-PR,Meia,Vitor Bueno,6.88,0.19,3.9,3.39,7,8,,1.0,,,,1.0,,,,,,,,,,,1.0,,2.0,,87552.0,293,4,0.0
96,Palmeiras,Lateral,Piquerez,10.51,0.31,7.9,6.3,6,9,,1,,,,1,,,,,,,,2,,,,,,,102130.0,275,2,0.0
97,Palmeiras,Atacante,Artur,12.44,0.37,13.799999999999999,7.46,9,9,1,,,,,,,,,,,,,1,,,,,,,95799.0,275,5,13.799999999999999
98,Fluminense,Meia,Lima,12.27,-0.28,5.3,6.94,9,9,,,1,,1,1,,1,,,,,,2,,,1,,1,,96340.0,266,4,0.0
99,Palmeiras,Zagueiro,Gustavo Gómez,8.32,-0.93,-1.3,3.09,9,9,,,,,,,,,,,,,,,,,1,,1,,71684.0,275,3,0.0
100,Fortaleza,Atacante,Thiago Galhardo,6.86,-0.69,3.9,4.02,6,9,,,,1,1,2,,,,,,,,1,,,,,1,,71844.0,356,5,0.0
101,Palmeiras,Meia,Gabriel Menino,8.19,-0.25,1.8,4.64,9,9,,,,,1,1,,1,,,,,,1,,,,,2,,103767.0,275,4,0.0
102,Flamengo,Goleiro,Matheus Cunha,4.55,-0.16,3.0,4.0,5,9,,,,,,,,,,,,,4,,,,,1,,,111690.0,262,1,0.0
103,Flamengo,Meia,Arrascaeta,14.35,0.89,13.3,6.27,4,9,,2,1,,,3,,,,,,,,,,,,,4,,87863.0,262,4,0.0
104,Cruzeiro,Lateral,Marlon,16.54,-1.84,4.6,10.37,9,9,,,,1,1,1,,,,,,,,2,,,,,1,,91706.0,283,2,0.0
105,Santos,Zagueiro,Messias,7.18,-0.16,2.1,3.84,9,9,,,,,,,,,,,,,,2,,,,,1,,87402.0,277,3,0.0
106,Flamengo,Técnico,Jorge Sampaoli,11.48,0.83,8.49,6.01,8,9,,,,,,,,,,,,,,,,,,,,,70800.0,262,6,0.0
107,Fluminense,Atacante,Cano,14.41,0.02,3.7,4.42,9,9,,,,1,1,1,,,,,,,,1,,,,,,,79631.0,266,5,0.0
