,TIME,POSICAO,NOME,PRECO,VALORIZACAO,PONTOS,MEDIA,JOGOS,RODADA,G,A,FT,FD,FF,FS,PP,I,PI,PS,SG,DP,DE,DS,GC,CV,CA,GS,FC,PC,NOME_ID,TIME_ID,POSICAO_ID,CAP
71,Fluminense,Meia,Lima,11.99,0.01,5.9,7.6,6.0,6.0,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,96340.0,266,4,0.0
72,Palmeiras,Atacante,Dudu,14.7,-0.05,3.3,5.98,7.0,7.0,,,,,1.0,5.0,,,,,,,,,,,,,,,68920.0,275,5,0.0
73,Atltico-MG,Atacante,Hulk,18.32,1.49,20.1,9.77,7.0,7.0,1.0,,,2.0,2.0,6.0,,,,,,,,,,,1.0,,2.0,,39148.0,282,5,20.1
74,Palmeiras,Lateral,Mayke,7.43,0.95,6.8,5.44,5.0,7.0,,,,,,,,,,,1.0,,,2.0,,,,,2.0,,81150.0,275,2,0.0
75,So Paulo,Zagueiro,Lucas Beraldo,7.45,2.03,10.9,5.56,5.0,7.0,1.0,,,,,1.0,,,,,,,,2.0,,,,,,,112136.0,276,3,0.0
76,Fortaleza,Meia,Caio Alexandre,8.89,-0.59,1.7,5.13,7.0,7.0,,,,,,1.0,,,,,,,,1.0,,,,,,,106323.0,356,4,0.0
77,Bahia,Meia,Cauly,6.0,-0.38,0.4,3.5,7.0,7.0,,,,,,2.0,,,,,,,,,,,,,2.0,,123360.0,265,4,0.0
78,So Paulo,Goleiro,Rafael,8.25,0.13,2.5,4.93,7.0,7.0,,,,,,1.0,,,,,,,4.0,,,,,2.0,,,68928.0,276,1,0.0
79,Fortaleza,Atacante,Moiss,12.31,-1.36,2.0,7.16,5.0,7.0,,,,1.0,2.0,1.0,,,,,,,,,,,1.0,,1.0,,104666.0,356,5,0.0
80,Flamengo,Zagueiro,Fabrcio Bruno,10.11,1.17,7.4,4.47,7.0,7.0,,,,,,,,,,,1.0,,,2.0,,,,,,,90768.0,262,3,0.0
81,Fluminense,Meia,Lima,11.68,-0.31,3.8,7.06,7.0,7.0,,,,,,4.0,,,,,,,,2.0,,,,,2.0,,96340.0,266,4,0.0
82,So Paulo,Tcnico,Dorival Jnior,11.27,1.22,8.89,6.37,6.0,7.0,,,,,,,,,,,,,,,,,,,,,40990.0,276,6,0.0
83,Flamengo,Lateral,Ayrton Lucas,14.83,0.56,6.0,5.72,7.0,7.0,,,,,,2.0,,,,,1.0,,,,,,,,,,88393.0,262,2,0.0
84,So Paulo,Goleiro,Rafael,8.16,-0.09,2.0,4.56,8.0,8.0,,,,,,,,,,,,,3.0,,,,,1.0,,,68928.0,276,1,0.0
85,So Paulo,Tcnico,Dorival Jnior,11.19,-0.08,6.15,6.34,7.0,8.0,,,,,,,,,,,,,,,,,,,,,40990.0,276,6,0.0
86,Palmeiras,Meia,Raphael Veiga,19.08,-0.38,0.9,10.42,6.0,8.0,,,,,,5.0,,,,,,,,,,,1.0,,2.0,,94509.0,275,4,0.0
87,Fluminense,Atacante,Cano,14.39,-0.21,1.9,4.51,8.0,8.0,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,79631.0,266,5,0.0
88,Flamengo,Meia,Gerson,10.08,1.0,5.8,5.03,4.0,8.0,,,,,,7.0,,,,,,,,3.0,,,1.0,,1.0,,89256.0,262,4,0.0
89,Fortaleza,Atacante,Moiss,12.3,-0.01,2.7,6.42,6.0,8.0,,,,1.0,,1.0,,2.0,,,,,,1.0,,,,,,,104666.0,356,5,0.0
90,Flamengo,Atacante,Gabriel,14.85,0.99,11.7,6.39,7.0,8.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,,2.0,,,1.0,,1.0,,83257.0,262,5,11.7
91,Athltico-PR,Zagueiro,Pedro Henrique,9.78,0.09,4.2,4.4,6.0,8.0,,,,,2.0,1.0,,,,,,,,2.0,,,,,1.0,,87225.0,293,3,0.0
92,Atltico-MG,Lateral,Rubens,11.73,0.29,3.6,6.02,8.0,8.0,,,,1.0,,,,,,,,,,3.0,,,,,4.0,,110727.0,282,2,0.0
93,Fluminense,Zagueiro,Nino,13.48,0.22,2.6,6.4,8.0,8.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,91708.0,266,3,0.0
94,Flamengo,Lateral,Ayrton Lucas,15.58,0.75,9.0,6.13,8.0,8.0,1.0,,,,,1.0,,,,,,,,2.0,,,1.0,,3.0,,88393.0,262,2,0.0
95,So Paulo,Meia,Pablo Maia,7.34,1.71,11.0,4.24,8.0,8.0,1.0,,,1.0,,,,,,,,,,2.0,,,,,2.0,,113359.0,276,4,0.0
96,Fluminense,Atacante,Cano,14.41,0.02,5.550000000000001,4.42,9.0,9.0,,,,1,1,1,,,,,,,,1,,,,,,,79631.0,266,5,5.550000000000001
97,Palmeiras,Zagueiro,Luan,7.33,-0.15,1.7,5.08,6.0,9.0,,,,1,,,,,,,,,,2,,,1,,3,,80692.0,275,3,0.0
98,Palmeiras,Lateral,Piquerez,10.51,0.31,7.9,6.3,6.0,9.0,,1,,,,1,,,,,,,,2,,,,,,,102130.0,275,2,0.0
99,Fluminense,Goleiro,Fábio,12.76,0.2,3.0,5.28,9.0,9.0,,,,,,,,,,,,,4,,,,,1,,,37656.0,266,1,0.0
100,Atlético-MG,Atacante,Hulk,17.63,0.96,8.7,8.8,9.0,9.0,1,,,,1,4,,2,,,,,,,,,1,,3,,39148.0,282,5,0.0
101,Fluminense,Meia,Ganso,12.57,0.95,7.6,6.11,9.0,9.0,1,,,,,,,,,,,,,1,,,1,,2,,62977.0,266,4,0.0
102,Flamengo,Técnico,Jorge Sampaoli,11.48,0.83,8.49,6.01,8.0,9.0,,,,,,,,,,,,,,,,,,,,,70800.0,262,6,0.0
103,Bahia,Meia,Thaciano,11.69,-0.14,3.7,6.75,8.0,9.0,,,,,1,1,,,,,,,,2,,,,,,,87470.0,265,4,0.0
104,Flamengo,Lateral,Ayrton Lucas,17.04,1.46,15.2,7.14,9.0,9.0,1,1,,,,2,,,,,,,,1,,,,,,,88393.0,262,2,0.0
105,São Paulo,Atacante,Calleri,15.67,0.89,7.9,6.47,8.0,9.0,1,,,,,1,,,,,,,,,,,,,2,,89840.0,276,5,0.0
106,Fluminense,Zagueiro,Nino,12.46,-1.02,-1.3,5.54,9.0,9.0,,,,,,,,,,,,,,,,,1,,1,,91708.0,266,3,0.0
107,Palmeiras,Meia,Gabriel Menino,8.19,-0.25,1.8,4.64,9.0,9.0,,,,,1,1,,1,,,,,,1,,,,,2,,103767.0,275,4,0.0
