,TIME,POSICAO,NOME,PRECO,VALORIZACAO,PONTOS,MEDIA,JOGOS,RODADA,G,A,FT,FD,FF,FS,PP,I,PI,PS,SG,DP,DE,DS,GC,CV,CA,GS,FC,PC,NOME_ID,TIME_ID,POSICAO_ID,CAP
49,Amrica-MG,Atacante,Everaldo,9.43,-1.56,-0.1,6.1,5.0,5.0,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,91151.0,327,5,0.0
50,Palmeiras,Goleiro,Weverton,8.23,-1.74,0.0,2.2,5.0,5.0,,,,,,,,,,,,,1.0,,,,,1.0,,,71631.0,275,1,0.0
51,Bahia,Zagueiro,Kanu,4.68,-0.2,1.3,2.5,4.0,5.0,,,,,,1.0,,,,,,,,2.0,,,1.0,,2.0,,98484.0,265,3,0.0
52,Botafogo,Meia,Tch Tch,8.56,-0.51,0.9,4.26,5.0,5.0,,,,1.0,,,,,,,,,,,,,,,1.0,,86686.0,263,4,0.0
53,Palmeiras,Zagueiro,Luan,8.02,0.8,9.1,8.75,2.0,5.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,2.0,,80692.0,275,3,0.0
54,Fortaleza,Meia,Caio Alexandre,9.3,-0.44,5.1,5.8,5.0,5.0,,,,1.0,,,,,,,,,,4.0,,,,,3.0,,106323.0,356,4,0.0
55,Botafogo,Atacante,Tiquinho Soares,20.4,3.14,17.7,11.14,5.0,5.0,2.0,,,,,1.0,,,,,,,,1.0,,,,,,,84042.0,263,5,0.0
56,Coritiba,Tcnico,Antnio Carlos Zago,5.68,0.1,3.22,3.84,3.0,5.0,,,,,,,,,,,,,,,,,,,,,69029.0,294,6,0.0
57,Atltico-MG,Atacante,Hulk,18.05,2.83,25.2,9.66,5.0,5.0,1.0,1.0,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,39148.0,282,5,25.2
58,Fortaleza,Lateral,Bruno Pacheco,9.22,1.04,6.3,5.36,5.0,5.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,90061.0,356,2,0.0
59,Bahia,Lateral,Jhoanner Chvez,7.43,-0.85,2.0,4.9,4.0,5.0,,,,,,,,,,,,,,3.0,,,1.0,,2.0,,110021.0,265,2,0.0
60,Athltico-PR,Zagueiro,Thiago Heleno,7.54,0.09,5.3,3.5,6.0,6.0,,,,,,1.0,,,,,,,,4.0,,,,,,,38394.0,293,3,0.0
61,Palmeiras,Atacante,Dudu,14.75,-1.15,2.25,6.43,6.0,6.0,,,,,,3.0,,,,,,,,,,,,,,,68920.0,275,5,2.25
62,Atltico-MG,Atacante,Hulk,16.83,-1.22,6.7,9.17,6.0,6.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,39148.0,282,5,0.0
63,Athltico-PR,Zagueiro,Pedro Henrique,9.69,-0.65,1.7,4.44,5.0,6.0,,,,,,1.0,,,,,,,,1.0,,,,,,,87225.0,293,3,0.0
64,Palmeiras,Goleiro,Weverton,8.12,-0.11,1.5,2.08,6.0,6.0,,,,,,1.0,,,,,,,2.0,,,,,1.0,,,71631.0,275,1,0.0
65,Athltico-PR,Meia,Erick,7.35,2.36,12.7,4.57,6.0,6.0,,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,2.0,,98022.0,293,4,0.0
66,Palmeiras,Lateral,Mayke,6.48,-1.76,2.4,5.1,4.0,6.0,,,,,,,,,,,,,,2.0,,,,,,,81150.0,275,2,0.0
67,Palmeiras,Meia,Gabriel Menino,7.8,0.28,5.5,4.05,6.0,6.0,,,,1.0,1.0,4.0,,,,,,,,2.0,,,,,3.0,,103767.0,275,4,0.0
68,Athltico-PR,Tcnico,Paulo Turra,10.63,0.42,8.01,5.84,6.0,6.0,,,,,,,,,,,,,,,,,,,,,82747.0,293,6,0.0
69,Grmio,Meia,Villasanti,4.19,0.86,4.5,2.4,3.0,6.0,,,,1.0,,2.0,,,,,,,,4.0,,,1.0,,5.0,,97145.0,284,4,0.0
70,Athltico-PR,Atacante,Vitor Roque,10.08,1.14,8.5,6.18,6.0,6.0,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,1.0,,114802.0,293,5,0.0
71,Palmeiras,Lateral,Vanderlan,6.66,-1.08,3.0,5.0,2.0,6.0,,,,,,,,,,,,,,3.0,,,,,2.0,,107236.0,275,2,0.0
72,Cruzeiro,Atacante,Bruno Rodrigues,11.98,-0.59,3.9,6.9,7.0,7.0,,,,1.0,2.0,2.0,,2.0,,,,,,1.0,,,,,3.0,,92811.0,283,5,0.0
73,Bahia,Lateral,Ryan,2.45,-0.63,1.6,4.5,2.0,7.0,,,,,,1.0,,,,,,,,2.0,,,1.0,,1.0,,122300.0,265,2,0.0
74,Palmeiras,Meia,Z Rafael,9.91,-0.43,2.3,4.28,6.0,7.0,,,,,,1.0,,,,,,,,2.0,,,,,2.0,,82455.0,275,4,0.0
75,Corinthians,Tcnico,Vanderlei Luxemburgo,5.85,0.05,2.89,3.16,4.0,7.0,,,,,,,,,,,,,,,,,,,,,41327.0,264,6,0.0
76,Palmeiras,Zagueiro,Luan,7.96,0.53,5.7,6.7,4.0,7.0,,,,,,2.0,,,,,1.0,,,,,,,,1.0,,80692.0,275,3,0.0
77,Athltico-PR,Atacante,Willian,5.7,-1.02,12.000.000.000.000.000,5.6,3.0,7.0,,,,,1.0,,,,,,,,,,,,,,,,42116.0,293,5,12.000.000.000.000.000
78,Amrica-MG,Atacante,Alosio,9.28,0.53,5.1,7.72,6.0,7.0,,,1.0,,3.0,,,,,,,,,,,,,,1.0,,73850.0,327,5,0.0
79,Santos,Zagueiro,Messias,7.68,0.35,6.2,4.23,7.0,7.0,,,,,,,,,,,1.0,,,1.0,,,,,,,87402.0,277,3,0.0
80,Grmio,Meia,Cristaldo,10.36,-0.34,2.7,5.79,7.0,7.0,,,,,,3.0,,,,,,,,1.0,,,,,,,89846.0,284,4,0.0
81,Grmio,Goleiro,Gabriel Grando,5.46,-0.97,2.0,4.0,6.0,7.0,,,,,,,,,,,,,3.0,,,,,1.0,,,112616.0,284,1,0.0
82,Fluminense,Lateral,Guga,9.04,0.2,5.8,5.27,6.0,7.0,,,,,,2.0,,,,,,,,4.0,,,,,,,101319.0,266,2,0.0
83,Fortaleza,Meia,Caio Alexandre,8.89,-0.59,1.7,5.13,7.0,7.0,,,,,,1.0,,,,,,,,1.0,,,,,,,106323.0,356,4,0.0
84,Fortaleza,Goleiro,Joo Ricardo,6.57,1.24,5.5,4.83,3.0,8.0,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,,81881.0,356,1,0.0
85,Flamengo,Meia,Gerson,10.08,1.0,5.8,5.03,4.0,8.0,,,,,,7.0,,,,,,,,3.0,,,1.0,,1.0,,89256.0,262,4,0.0
86,Fortaleza,Atacante,Lucero,4.55,0.0,1.3,1.28,4.0,8.0,,,,,1.0,1.0,,,,,,,,,,,,,,,105568.0,356,5,0.0
87,Athltico-PR,Lateral,Madson,5.81,0.16,1.7,1.97,6.0,8.0,,,,,,4.0,,,,,,,,,,,,,1.0,,78077.0,293,2,0.0
88,Palmeiras,Atacante,Artur,12.07,1.42,9.0,7.24,8.0,8.0,,1.0,,,1.0,4.0,,,,,,,,1.0,,,,,,,95799.0,275,5,0.0
89,Fluminense,Lateral,Samuel Xavier,10.38,0.65,4.7,4.62,5.0,8.0,,,,1.0,2.0,1.0,,,,,,,,2.0,,,1.0,,,,73384.0,266,2,0.0
90,Flamengo,Meia,Erick Pulgar,3.46,0.6,3.2,1.52,5.0,8.0,,,,,,,,1.0,,,,,,3.0,,,,,1.0,,91473.0,262,4,0.0
91,Athltico-PR,Tcnico,Paulo Turra,10.09,0.28,3.89,5.17,8.0,8.0,,,,,,,,,,,,,,,,,,,,,82747.0,293,6,0.0
92,Palmeiras,Meia,Raphael Veiga,19.08,-0.38,1.35,10.42,6.0,8.0,,,,,,5.0,,,,,,,,,,,1.0,,2.0,,94509.0,275,4,1.35
93,Fluminense,Zagueiro,Nino,13.48,0.22,2.6,6.4,8.0,8.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,91708.0,266,3,0.0
94,So Paulo,Zagueiro,Diego Costa,4.47,0.09,0.9,1.52,4.0,8.0,,,,,,,,,,,,,,1.0,,,,,1.0,,101728.0,276,3,0.0
95,Fortaleza,Atacante,Moiss,12.3,-0.01,2.7,6.42,6.0,8.0,,,,1.0,,1.0,,2.0,,,,,,1.0,,,,,,,104666.0,356,5,0.0
96,Santos,Zagueiro,Joaquim,8.08,-0.47,0.1,5.18,6.0,9.0,,,,1,,1,,,,,,,,,,,1,,2,,109563.0,277,3,0.0
97,Palmeiras,Técnico,Abel Ferreira,13.59,0.43,6.69,6.33,9.0,9.0,,,,,,,,,,,,,,,,,,,,,110506.0,275,6,0.0
98,Atlético-MG,Lateral,Rubens,12.75,1.02,9.1,6.36,9.0,9.0,,,,,,1,,,,,1,,,3,,,,,,,110727.0,282,2,0.0
99,Santos,Atacante,Soteldo,8.8,1.23,8.4,5.05,4.0,9.0,,,,1,2,4,,,,,,,,3,,,,,,,87258.0,277,5,0.0
100,Goiás,Meia,Zé Ricardo,6.15,0.34,4.8,4.36,8.0,9.0,,,,1,,3,,,,,,,,2,,,,,1,,102911.0,290,4,0.0
101,Palmeiras,Zagueiro,Gustavo Gómez,8.32,-0.93,-1.3,3.09,9.0,9.0,,,,,,,,,,,,,,,,,1,,1,,71684.0,275,3,0.0
102,Santos,Atacante,Deivid Washington,3.92,0.05,0.75,5.28,6.0,9.0,,,,,,1,,,,,,,,,,,,,,,124251.0,277,5,0.75
103,Palmeiras,Meia,Zé Rafael,9.29,-0.15,1.1,3.4,8.0,9.0,,,,1,,,,,,,,,,1,,,1,,1,,82455.0,275,4,0.0
104,Fluminense,Goleiro,Fábio,12.76,0.2,3.0,5.28,9.0,9.0,,,,,,,,,,,,,4,,,,,1,,,37656.0,266,1,0.0
105,Palmeiras,Lateral,Mayke,7.32,0.91,5.5,4.67,7.0,9.0,,1,,,,1,,,,,,,,,,,,,,,81150.0,275,2,0.0
106,Fortaleza,Meia,Yago Pikachu,7.99,0.06,2.0,2.96,9.0,9.0,,,,,1,,,,,,,,,1,,,,,,,80196.0,356,4,0.0
107,América-MG,Atacante,Aloísio,8.95,0.34,3.5,6.33,8.0,9.0,,,,,2,2,,,,,,,,1,,,,,1,,73850.0,327,5,0.0
